id,full_name,first_name,last_name,email,phone,country,city,age,gender,membership_years,login_frequency,session_duration_avg,pages_per_session,cart_abandonment_rate,wishlist_items,total_purchases,average_order_value,days_since_last_purchase,discount_usage_rate,returns_rate,email_open_rate,customer_service_calls,product_reviews_written,social_media_engagement_score,mobile_app_usage,payment_method_diversity,lifetime_value,credit_balance,churned,signup_quarter
8730,Matthew Barr,Johnny,Washington,jasoncase@example.com,0730474166,UK,Leeds,48,Male,2.3,24.0,36.2,8.2,30.9,6.0,21.0,162.14,2.0,56.5,6.0,32.1,6.0,4.0,47.0,31.3,2.0,3164.19,2534.0,1,Q1
8731,Nathan Rocha,Tracy,Williams,ygonzalez@example.org,0817230676,France,Marseille,45,Male,1.3,19.0,41.8,12.6,30.2,8.0,17.0,143.91,5.0,12.1,5.5,30.0,3.0,2.0,44.0,40.4,5.0,2696.36,3290.0,1,Q2
8732,Doris Yang,Kathryn,Hansen,mark81@example.com,0795003609,USA,Chicago,27,Male,2.3,9.0,25.1,7.9,58.6,3.0,17.0,111.72,16.0,44.1,10.1,12.8,8.0,3.0,3.1,7.0,3.0,1931.21,244.0,1,Q3
8733,Mark Garcia,Gary,Wilson,jeffrey71@example.com,0827045627,UK,Glasgow,29,Female,2.8,14.0,24.2,7.8,60.3,10.0,20.0,7.18,10.0,26.0,1.9,18.5,9.0,2.0,31.2,19.6,3.0,1378.05,2608.0,0,Q2
8734,Mary Jones,Jamie,Gentry,linda90@example.com,0395528027,Japan,Nagoya,31,Female,1.6,8.0,19.9,6.2,46.8,0.0,6.0,63.38,28.0,58.3,2.0,0.5,8.0,1.0,36.9,6.1,1.0,309.62,2029.0,0,Q1
8735,Justin Bush,Brian,Ball,lwinters@example.org,0303826038,Australia,Melbourne,51,Male,1.9,4.0,34.5,4.7,57.9,2.0,9.0,140.02,6.0,34.4,9.4,27.5,8.0,0.0,18.0,11.5,1.0,1332.32,1548.0,0,Q3
8736,Daniel Barnes,Jennifer,Hooper,annette82@example.com,0512317297,Germany,Cologne,43,Other,2.6,27.0,56.4,17.8,28.3,9.0,23.0,54.08,4.0,52.2,14.7,56.8,1.0,4.0,62.3,40.3,1.0,1281.99,3640.0,0,Q1
8737,Dean Dudley,Susan,Robinson,badams@example.com,0807514884,USA,Chicago,18,Male,2.2,11.0,19.7,7.5,54.5,3.0,7.0,14.54,44.0,31.7,3.8,5.4,9.0,1.0,20.0,18.4,1.0,935.66,1608.0,0,Q2
8738,Tommy Riley,Catherine,Skinner,ramireztina@example.com,0710559619,UK,London,41,Female,6.6,0.0,25.4,7.0,63.3,2.0,10.0,97.18,69.0,64.6,7.5,30.2,8.0,1.0,5.4,8.7,3.0,919.08,1952.0,0,Q3
8739,Megan Henson,Kendra,Wade,beth61@example.com,0896464539,Canada,Calgary,38,Male,3.5,24.0,19.5,6.2,61.8,3.0,13.0,103.39,3.0,22.2,2.1,12.4,8.0,1.0,22.0,13.1,2.0,1218.58,1552.0,0,Q4
8740,Shirley Kim,Erica,Gross,rhonda39@example.com,0728208723,Canada,Calgary,31,Female,1.3,11.0,25.8,10.7,66.1,3.0,9.0,120.15,34.0,39.0,1.2,21.1,6.0,3.0,0.0,22.1,4.0,94.47,3737.0,0,Q3
8741,Jennifer Dunn,Victor,Scott,navarroterri@example.net,0833215564,Germany,Frankfurt,18,Male,3.1,10.0,20.9,6.8,68.7,1.0,10.0,147.82,35.0,54.1,3.0,0.7,11.0,2.0,0.0,8.2,3.0,1455.75,886.0,0,Q2
8742,Nathan Jones,Michelle,Parker,hollandmichael@example.org,0761114743,Canada,Toronto,44,Female,1.2,10.0,26.4,5.6,57.7,3.0,5.0,218.46,23.0,39.7,11.2,13.9,8.0,1.0,0.0,6.7,2.0,1184.14,2312.0,0,Q3
8743,Rebecca Herrera,Michael,Smith,dmitchell@example.com,0369968052,UK,Manchester,69,Female,5.9,11.0,30.9,10.3,51.6,4.0,9.0,164.52,18.0,59.9,4.6,26.8,4.0,3.0,36.0,14.6,3.0,138.52,1864.0,0,Q2
8744,Marcus Holland,Brian,Smith,shannonpowell@example.net,0954009730,USA,New York,35,Male,0.4,10.0,21.9,9.3,53.6,1.0,7.0,13.98,20.0,88.8,3.1,23.8,4.0,7.0,0.0,13.7,1.0,826.54,1219.0,0,Q1
8745,Teresa Moreno,Heather,Young,abbotttimothy@example.org,0359208849,France,Toulouse,51,Female,4.5,5.0,12.0,4.1,83.6,3.0,4.0,169.47,12.0,20.0,4.1,7.1,7.0,1.0,23.6,4.3,5.0,743.07,1881.0,1,Q2
8746,Brian Savage,Michael,Wang,ylyons@example.org,0854975509,India,Hyderabad,28,Male,5.5,11.0,14.5,1.3,78.8,2.0,2.0,63.82,65.0,22.3,0.7,25.6,10.0,1.0,0.0,2.3,4.0,139.23,1915.0,1,Q1
8747,Raymond Jordan,Kristin,Arnold,davidmurphy@example.com,0735313932,USA,Chicago,45,Female,2.5,3.0,15.3,9.8,78.3,0.0,7.0,84.94,21.0,52.2,1.2,20.2,7.0,1.0,23.8,11.0,4.0,594.92,861.0,0,Q1
8748,Christine Mendez,Mary,Scott,curtisrusso@example.com,0722797976,USA,Houston,18,Male,4.7,7.0,33.4,12.2,60.1,7.0,24.0,76.51,45.0,44.5,8.8,14.0,2.0,3.0,57.5,25.3,4.0,1505.83,1623.0,0,Q1
8749,Calvin Parsons,Cheryl,Davis,brandi68@example.org,0966068357,USA,Houston,25,Male,3.2,5.0,17.7,1.7,64.7,1.0,3.0,118.81,7.0,66.6,2.5,6.1,5.0,3.0,0.0,14.5,2.0,382.68,673.0,0,Q1
8750,Nichole Torres,Jeffery,Price,kcasey@example.net,0711762433,Canada,Ottawa,50,Male,0.6,11.0,32.9,6.6,55.2,3.0,8.0,7.5,13.0,31.0,6.0,25.2,7.0,1.0,46.0,15.9,5.0,580.32,932.0,0,Q2
8751,Peter Hanna,Robert,Cook,tayloramanda@example.net,0921595653,France,Marseille,37,Female,3.9,19.0,34.9,17.0,45.2,8.0,20.0,85.85,3.0,1.2,16.3,28.7,4.0,4.0,43.1,30.8,2.0,1711.78,2899.0,0,Q3
8752,William Smith,Lisa,Harris,danielmonroe@example.net,0306419465,France,Toulouse,46,Female,1.6,14.0,34.3,8.0,30.8,8.0,15.0,141.61,57.0,47.1,4.9,13.8,4.0,0.0,32.0,29.2,3.0,2407.24,4243.0,0,Q2
8753,Bruce Barrera,Elizabeth,Lopez,james20@example.org,0349992889,USA,Los Angeles,29,Male,4.7,0.0,20.2,4.5,57.0,2.0,7.0,61.79,2.0,6.7,8.0,4.7,9.0,2.0,26.0,13.5,4.0,46.8,2333.0,0,Q3
8754,Matthew Robinson,Bianca,Brown,stephaniegonzalez@example.com,0922970444,Japan,Yokohama,20,Male,5.2,3.0,19.1,6.1,88.6,4.0,11.0,168.57,56.0,33.4,9.1,18.4,11.0,2.0,4.4,21.7,1.0,2013.15,639.0,1,Q2
8755,Marie Wilson,Phillip,Holloway,hendersoneric@example.org,0857060583,USA,Houston,38,Female,2.3,0.0,9.4,4.8,72.6,1.0,8.0,11.54,28.0,28.8,1.3,0.0,6.0,1.0,16.4,14.7,5.0,1042.68,640.0,1,Q2
8756,Nicole Williams,Amanda,Bautista,tylermatthew@example.org,0881711133,UK,Birmingham,43,Female,0.9,14.0,36.8,9.4,29.6,2.0,13.0,153.58,28.0,34.1,1.3,34.4,5.0,6.0,72.7,25.8,3.0,208.71,1978.0,0,Q1
8757,Cynthia Davis,David,Harris,samantha78@example.net,0995470259,UK,Manchester,40,Female,2.2,16.0,20.0,10.3,58.8,7.0,10.0,128.82,27.0,12.6,1.7,12.4,6.0,2.0,38.8,12.0,2.0,1235.62,302.0,0,Q1
8758,Julie Vaughn,Michael,Cruz,bryantcatherine@example.com,0330238910,USA,Phoenix,52,Male,1.5,4.0,23.5,6.4,58.4,4.0,7.0,151.16,55.0,40.4,7.6,20.3,7.0,0.0,46.6,6.9,3.0,994.21,1169.0,0,Q1
8759,Michael Baker,Tyler,Wood,jeremygonzales@example.net,0366185815,Germany,Berlin,21,Male,4.0,15.0,28.5,11.6,39.0,5.0,13.0,66.38,3.0,29.2,14.2,32.3,3.0,2.0,31.4,8.2,2.0,990.95,2289.0,1,Q2
8760,Jennifer Watson,James,Martin,castrocarrie@example.org,0575573283,UK,London,36,Female,0.5,8.0,29.7,7.3,71.4,3.0,5.0,127.67,49.0,27.4,5.2,0.0,10.0,0.0,29.3,5.7,1.0,605.21,2087.0,0,Q1
8761,Nancy Richardson,Donna,Hall,joseph64@example.net,0307241618,France,Nice,30,Male,3.0,6.0,11.4,5.0,79.6,3.0,10.0,59.45,21.0,60.5,1.8,12.4,6.0,3.0,7.4,17.0,3.0,634.62,2068.0,0,Q2
8762,Marcus Bryant,Bryan,Phillips,becky00@example.net,0976425412,Canada,Ottawa,38,Male,4.4,6.0,19.1,1.2,84.3,0.0,2.0,15.1,45.0,76.7,3.6,12.0,9.0,1.0,12.2,2.5,2.0,304.05,0.0,1,Q1
8763,Luis Jordan,Joseph,Jones,michelleyoung@example.net,0726740577,Germany,Berlin,52,Male,3.0,8.0,19.1,5.8,67.4,2.0,8.0,101.68,14.0,62.0,0.3,0.0,6.0,3.0,12.2,10.4,3.0,684.17,1270.0,0,Q3
8764,Charles Brown,Jill,Williams,richardreed@example.net,0784389411,USA,Chicago,53,Female,5.2,8.0,22.3,9.4,69.2,3.0,4.0,88.97,33.0,43.7,8.1,6.3,9.0,2.0,25.6,18.2,3.0,314.78,1325.0,1,Q2
8765,Jesse Wright,Donald,Gilmore,spowell@example.org,0789820235,Japan,Kyoto,30,Female,2.5,10.0,13.4,5.3,76.7,0.0,7.0,150.04,2.0,37.7,6.9,11.4,8.0,3.0,0.0,11.0,4.0,899.08,825.0,0,Q3
8766,Cathy Thornton,Morgan,Copeland,matthewobrien@example.com,0358431723,France,Marseille,23,Male,1.5,15.0,11.2,5.6,56.1,3.0,12.0,170.58,14.0,23.9,14.7,8.7,5.0,2.0,8.3,11.6,1.0,2384.48,478.0,1,Q2
8767,Jennifer Castro,Cody,Dominguez,karina57@example.com,0851692265,UK,Birmingham,55,Male,3.4,7.0,23.9,6.4,71.6,2.0,7.0,49.44,14.0,37.4,3.1,13.2,8.0,0.0,6.6,2.7,2.0,405.26,579.0,0,Q3
8768,Randy Ross,Stacey,Austin,thomasheather@example.com,0748489424,USA,New York,22,Female,1.4,20.0,18.7,11.9,62.6,7.0,9.0,66.78,88.0,55.0,6.9,2.9,8.0,6.0,13.6,22.4,1.0,679.05,2390.0,0,Q3
8769,Robert Berry,Anthony,Chambers,carol58@example.com,0576668127,Germany,Berlin,42,Male,1.0,13.0,21.5,9.0,61.7,3.0,13.0,149.98,3.0,26.4,5.5,28.6,5.0,5.0,72.7,19.9,2.0,1309.78,1457.0,0,Q4
8770,Misty Barker,Paul,Lewis,uphillips@example.com,0521959015,Japan,Nagoya,28,Male,2.0,0.0,11.1,1.0,84.4,1.0,12.0,75.83,1.0,47.6,11.8,6.6,7.0,1.0,0.0,11.7,2.0,973.52,621.0,0,Q3
8771,Heather King,Gail,Fry,hsmith@example.org,0751563348,USA,Houston,20,Female,4.8,28.0,41.5,8.0,48.8,10.0,24.0,56.66,22.0,23.8,5.0,23.5,4.0,4.0,48.6,20.1,3.0,1419.17,2926.0,1,Q2
8772,Michelle Sullivan,Steven,Waters,jacobgonzalez@example.net,0806038092,Japan,Osaka,43,Female,0.5,13.0,30.8,6.4,60.7,1.0,18.0,34.24,69.0,2.8,14.6,24.4,10.0,3.0,24.8,10.4,3.0,654.11,615.0,0,Q2
8773,John Williams,Micheal,Bender,istephens@example.org,0924742933,USA,New York,19,Female,1.9,14.0,20.3,7.9,66.7,5.0,8.0,104.61,5.0,27.3,13.8,21.4,6.0,1.0,31.1,17.0,1.0,772.68,3608.0,1,Q3
8774,Mr. Richard Solomon,Brian,Lynn,whitakerdaisy@example.com,0995793239,USA,Houston,32,Male,3.4,0.0,13.7,6.2,72.0,0.0,9.0,109.11,12.0,17.0,13.1,0.0,6.0,1.0,0.0,4.3,1.0,86.84,1320.0,1,Q1
8775,Andrew Arias,Jennifer,Adkins,christinaevans@example.org,0729254858,USA,Houston,18,Male,4.1,19.0,39.1,10.2,28.9,3.0,15.0,9.43,2.0,45.6,17.1,23.4,10.0,3.0,39.7,28.9,1.0,1209.36,2692.0,0,Q3
8776,Ashley Mcguire,Gregory,Camacho,michael69@example.net,0533123558,India,Chennai,42,Male,1.3,19.0,34.0,10.3,39.8,5.0,18.0,56.68,12.0,6.4,6.2,30.5,6.0,7.0,38.8,20.8,3.0,1129.29,2068.0,0,Q2
8777,Mr. Robert Gonzalez MD,Christopher,Morris,valdezrobert@example.org,0351212895,USA,New York,19,Male,1.0,14.0,48.2,11.9,56.6,6.0,17.0,110.12,77.0,37.0,2.5,48.4,3.0,3.0,36.9,29.9,1.0,1860.85,3108.0,0,Q1
8778,Michele Warner,Duane,Allison,laneamy@example.net,0934527770,Japan,Osaka,47,Male,0.3,11.0,41.2,8.0,44.3,5.0,16.0,76.71,25.0,13.0,14.9,30.7,4.0,3.0,37.7,28.4,3.0,1076.02,2728.0,0,Q1
8779,Ellen Bennett,Elizabeth,Livingston,davisjohn@example.net,0734439295,UK,Birmingham,47,Male,1.1,14.0,20.0,8.0,41.9,5.0,10.0,46.16,3.0,66.7,7.9,18.1,6.0,1.0,32.6,17.0,2.0,485.42,2732.0,0,Q2
8780,Julie Garner,Mackenzie,Sharp,toddrodriguez@example.com,0568876409,USA,Phoenix,28,Female,4.9,22.0,41.2,15.2,52.3,5.0,21.0,110.27,15.0,40.5,12.7,47.4,8.0,4.0,19.9,15.7,3.0,2190.33,2782.0,1,Q3
8781,Jessica Jacobson,Thomas,Peters,thomasperkins@example.net,0946763783,USA,Phoenix,44,Female,2.0,0.0,13.2,5.6,60.1,4.0,8.0,84.96,9.0,46.0,7.6,0.5,6.0,0.0,28.5,13.3,4.0,694.77,1857.0,0,Q2
8782,Angela Wilson,Yvette,Craig,jacob85@example.org,0925777855,Australia,Melbourne,27,Male,3.6,1.0,13.6,5.0,69.9,0.0,11.0,98.96,10.0,38.8,3.8,0.4,7.0,1.0,9.9,1.8,2.0,914.05,1213.0,0,Q1
8783,Michael Davis,Natalie,Long,qgreen@example.net,0381801464,USA,Phoenix,29,Female,4.0,5.0,18.4,6.1,74.1,1.0,6.0,63.55,64.0,7.2,9.0,1.7,7.0,2.0,0.5,10.0,3.0,369.14,1513.0,1,Q2
8784,Jonathan Hanson,Jennifer,Sosa,jessica23@example.com,0887413429,USA,Phoenix,39,Female,3.2,0.0,18.8,4.5,61.4,4.0,5.0,94.94,16.0,48.4,10.8,0.0,7.0,0.0,0.0,13.9,3.0,449.36,0.0,0,Q1
8785,Jeffrey Pollard,Christopher,Hebert,juliaprice@example.net,0598775383,USA,New York,46,Female,1.5,8.0,22.5,8.6,60.2,2.0,13.0,101.32,33.0,17.0,5.1,7.2,6.0,3.0,39.9,27.1,4.0,1207.69,3628.0,0,Q2
8786,Tyler Schneider,Larry,King,moorenicholas@example.com,0322025558,USA,Houston,43,Male,0.9,9.0,17.7,2.4,77.7,4.0,7.0,118.73,43.0,53.3,3.9,28.4,3.0,0.0,32.5,13.6,2.0,947.88,1196.0,0,Q2
8787,Anthony Simmons,Sheri,Boyer,stokescharles@example.com,0836421857,Japan,Kyoto,40,Female,0.5,2.0,13.6,8.1,59.6,2.0,12.0,113.38,11.0,38.4,0.1,6.9,4.0,4.0,14.0,11.3,2.0,1550.22,1289.0,0,Q3
8788,Maria Johnson,Christopher,Smith,austin39@example.org,0929725677,USA,Houston,19,Female,4.1,14.0,40.1,8.8,34.6,7.0,17.0,84.08,13.0,20.5,0.8,53.2,8.0,5.0,39.2,17.2,2.0,1470.73,4311.0,1,Q3
8789,Traci Chavez,Susan,Henderson,weberterri@example.com,0787637069,Canada,Vancouver,50,Male,7.2,15.0,33.2,8.9,47.0,7.0,16.0,178.14,22.0,84.0,2.1,32.4,5.0,4.0,41.6,14.6,3.0,2520.49,3610.0,0,Q1
8790,Brandy Petty,Dustin,Proctor,wilsonjason@example.org,0885868843,Canada,Montreal,48,Female,4.4,0.0,14.3,6.1,69.6,4.0,5.0,86.51,3.0,7.8,2.4,9.3,7.0,0.0,4.0,11.4,2.0,493.39,0.0,0,Q1
8791,Allison Sandoval,Martha,Armstrong,margaretellis@example.org,0393385560,USA,Houston,53,Male,5.5,7.0,13.9,4.9,75.1,0.0,2.0,65.53,3.0,29.4,16.1,0.0,8.0,0.0,30.4,5.8,2.0,133.83,0.0,1,Q1
8792,Edward Sherman,Christopher,Cook,gpark@example.com,0327927547,USA,New York,26,Female,2.9,26.0,22.1,11.4,50.3,6.0,15.0,143.88,3.0,62.6,2.4,43.7,6.0,8.0,32.8,28.7,3.0,210.07,725.0,1,Q2
8793,Nicholas Parker,Kathryn,Rogers,jacksonveronica@example.com,0890754147,Germany,Cologne,32,Male,4.4,20.0,27.3,11.8,47.1,5.0,14.3,8.29,16.0,45.6,2.5,19.3,3.0,2.0,0.7,15.4,1.0,773.09,2617.0,0,Q4
8794,William Hampton,Steven,Jensen,chelsea30@example.net,0397007777,France,Marseille,36,Female,5.1,16.0,25.4,10.6,32.2,4.0,14.3,82.54,1.0,56.4,3.3,7.9,2.0,3.0,34.8,8.6,3.0,806.69,2769.0,0,Q4
8795,Mark Lopez,Christopher,Arellano,emendoza@example.com,0918494251,USA,New York,44,Male,4.1,8.0,31.5,10.8,58.7,4.0,12.0,104.09,5.0,78.1,15.9,33.1,6.0,6.0,41.3,23.9,3.0,1492.96,2386.0,0,Q3
8796,Rebecca Clark,Morgan,Lewis,tina97@example.com,0987022025,India,Bangalore,27,Female,5.5,8.0,22.8,7.7,71.6,4.0,7.0,109.65,1.0,30.4,1.6,26.2,5.0,1.0,17.3,14.2,4.0,824.06,1890.0,0,Q2
8797,Adrian Gardner,Tamara,Ferguson,john22@example.com,0875145961,Canada,Calgary,42,Male,1.6,11.0,12.0,2.9,58.6,4.0,8.0,116.77,10.0,25.3,2.7,7.2,7.0,0.0,16.7,16.4,3.0,818.23,2954.0,0,Q2
8798,Jorge Beck,James,Gonzales,powersjustin@example.net,0851672111,UK,Birmingham,18,Female,1.6,13.0,21.0,4.3,57.4,1.0,7.0,82.35,21.0,17.0,0.4,0.0,9.0,0.0,6.7,17.4,2.0,499.92,362.0,1,Q2
8799,Lisa Hernandez,Melissa,Porter,floydangela@example.com,0850473016,Germany,Munich,55,Male,4.3,1.0,27.9,11.0,64.9,8.0,11.0,118.18,14.0,29.8,5.5,12.6,4.0,2.0,27.4,13.4,3.0,1187.43,2066.0,0,Q2
8800,Latoya Padilla,Jacob,Baker,lisa29@example.com,0330801529,USA,Houston,44,Female,3.3,15.0,26.5,11.4,58.6,8.0,12.0,150.87,35.0,19.6,9.4,10.4,5.0,1.0,46.3,7.5,1.0,1566.83,2636.0,0,Q2
8801,Preston Young,Rachel,Torres,debra78@example.org,0790010218,Australia,Melbourne,19,Female,3.4,11.0,36.5,12.0,44.5,8.0,17.0,122.07,87.0,79.9,5.6,34.1,6.0,0.0,43.2,24.8,2.0,1698.19,1901.0,0,Q3
8802,Matthew Allison,Erica,Bennett,kristiweaver@example.net,0973665685,Japan,Osaka,21,Female,2.3,29.0,42.6,16.1,43.9,6.0,20.0,94.64,21.0,80.2,2.4,30.9,4.0,4.0,38.7,30.6,2.0,1703.81,3274.0,0,Q1
8803,William Payne,Robert,Klein,ewilson@example.net,0723367056,USA,Chicago,42,Male,1.8,14.0,25.2,9.6,32.4,5.0,15.6,9.75,21.0,70.2,10.8,29.4,5.0,8.0,19.7,23.6,2.0,1153.89,2447.0,0,Q4
8804,Melissa Strickland,Amanda,Brown,marilynfitzgerald@example.com,0756452056,UK,Birmingham,47,Female,3.2,4.0,15.3,7.9,60.4,2.0,5.0,9.33,13.0,69.7,10.8,0.0,10.0,2.0,32.8,9.1,3.0,483.51,635.0,0,Q3
8805,Christine Perez,Patricia,Nguyen,mariamendoza@example.com,0770136267,USA,Los Angeles,49,Female,2.3,14.0,32.1,7.2,63.7,2.0,8.0,19.1,1.0,67.6,3.2,16.9,6.0,2.0,27.0,17.3,4.0,1753.34,2714.0,0,Q3
8806,Andrea Swanson,Brenda,Garrett,candice78@example.net,0951349135,Canada,Montreal,36,Male,3.1,5.0,24.4,5.9,51.5,1.0,9.0,133.72,14.0,41.5,0.8,23.6,7.0,0.0,27.7,8.8,3.0,1113.25,1562.0,0,Q3
8807,Daniel Wright,Michelle,Lewis,dylancoffey@example.com,0851101881,USA,Houston,52,Male,3.4,15.0,20.7,7.0,76.9,3.0,5.0,179.17,17.0,7.5,4.2,3.6,6.0,0.0,24.0,6.6,3.0,791.73,1882.0,0,Q2
8808,Joe Delgado,Andrew,Abbott,adamskeith@example.net,0569946104,France,Toulouse,41,Female,4.8,2.0,23.8,5.7,62.3,1.0,10.0,87.13,2.0,32.7,1.3,5.2,8.0,1.0,28.2,8.7,2.0,85.09,786.0,0,Q2
8809,Donna Hayes,Jason,Duffy,nguyenkevin@example.com,0501112947,USA,New York,36,Female,0.6,9.0,23.1,8.8,64.7,3.0,8.0,98.23,60.0,39.7,2.0,22.4,8.0,7.0,34.4,12.1,2.0,717.55,134.0,0,Q3
8810,Katherine Peterson,Christian,Harmon,briannabrown@example.net,0374296193,Japan,Yokohama,27,Male,2.3,4.0,37.8,8.1,69.2,5.0,9.0,129.37,4.0,60.7,6.5,26.0,3.0,2.0,17.7,33.6,3.0,1299.72,2358.0,0,Q1
8811,Elizabeth Howe,Connor,Horton,acarter@example.net,0707693250,Australia,Brisbane,48,Female,1.9,1.0,21.5,6.9,78.2,2.0,5.0,107.77,39.0,56.5,6.5,17.2,5.0,0.0,0.0,14.1,3.0,444.85,0.0,0,Q2
8812,Jennifer Mullen,William,Johnson,emilyhoffman@example.org,0788402693,Australia,Perth,48,Male,4.1,10.0,25.6,8.4,47.9,3.0,10.0,110.28,24.0,74.1,4.3,29.7,8.0,2.0,14.6,17.3,1.0,1138.18,2100.0,0,Q1
8813,Raymond Johnson,Thomas,Allen,moraneric@example.net,0587769395,Japan,Nagoya,58,Male,4.8,6.0,18.7,3.8,69.5,2.0,4.0,92.45,6.0,13.3,6.5,0.0,8.0,0.0,18.7,6.5,2.0,381.14,712.0,0,Q1
8814,Grace Weaver,James,Salazar,williamskatherine@example.com,0542137807,India,Mumbai,52,Male,3.4,15.0,33.5,10.4,45.6,5.0,16.0,68.63,8.0,56.9,9.3,25.6,9.0,2.0,52.5,26.7,2.0,945.15,1269.0,0,Q3
8815,Cindy Spencer,Sarah,Johnson,davidromero@example.org,0596857419,USA,Phoenix,47,Female,2.6,2.0,16.8,6.6,78.0,2.0,7.0,79.29,11.0,16.5,16.3,5.1,7.0,1.0,17.1,22.5,3.0,456.38,1724.0,1,Q1
8816,Felicia Vang,Mike,Hubbard,rolson@example.org,0599281329,France,Nice,18,Male,2.1,0.0,14.6,5.3,86.4,1.0,6.0,82.59,36.0,71.2,11.4,20.4,6.0,2.0,24.8,0.0,3.0,416.46,122.0,1,Q2
8817,Leslie Murray,Katherine,Ford,ymiller@example.net,0319073567,USA,New York,31,Female,1.4,24.0,50.8,18.0,44.0,5.0,18.0,91.92,55.0,83.8,2.5,45.0,4.0,5.0,81.6,26.5,1.0,1692.54,2564.0,0,Q3
8818,Valerie Webster,Maria,White,emilymorrow@example.net,0996332762,India,Bangalore,25,Male,2.3,13.0,12.7,7.1,61.9,2.0,9.0,224.67,27.0,18.6,11.6,12.7,9.0,1.0,21.2,14.7,2.0,2075.85,1137.0,1,Q3
8819,Aaron Tucker,Billy,Fuller,woodslouis@example.net,0341652994,UK,Manchester,33,Female,2.1,13.0,33.8,8.3,45.4,6.0,10.0,115.06,31.0,46.9,3.7,9.2,5.0,1.0,41.3,24.5,2.0,1092.84,3611.0,0,Q1
8820,Robert King,Olivia,Wilson,romanmark@example.org,0780805061,Australia,Sydney,33,Male,6.5,20.0,43.6,14.3,41.6,7.0,28.6,67.82,15.0,11.4,11.8,39.2,1.0,5.0,44.5,27.8,5.0,1281.75,3851.0,0,Q4
8821,Hannah Walker,Ethan,Miller,brewermatthew@example.net,0726625660,USA,Los Angeles,49,Male,1.9,8.0,12.8,8.2,71.9,3.0,9.0,63.94,63.0,11.0,3.1,0.0,5.0,0.0,23.6,22.7,2.0,663.76,624.0,1,Q2
8822,Dwayne Lawson,Christopher,Jacobs,michael48@example.org,0560473786,Australia,Perth,55,Male,4.9,21.0,34.3,14.7,48.1,7.0,20.0,110.36,65.0,40.3,4.7,32.5,4.0,3.0,47.4,29.0,2.0,193.73,1538.0,0,Q1
8823,David Hall,Tanya,Jones,armstrongbrittany@example.net,0987500080,Japan,Yokohama,43,Male,4.1,10.0,16.0,7.0,79.4,3.0,7.0,119.96,76.0,78.0,11.7,8.5,7.0,0.0,33.7,11.7,4.0,871.82,1867.0,1,Q1
8824,David Hall,Debra,Gamble,deborahsharp@example.org,0979909621,Germany,Hamburg,26,Male,4.0,7.0,43.5,13.8,46.3,2.0,15.0,155.88,17.0,58.6,3.7,53.2,5.0,3.0,23.6,26.1,3.0,2104.98,2558.0,0,Q1
8825,Michael Wilkinson,Amanda,Hunter,lauragarcia@example.net,0569056255,Canada,Toronto,18,Male,3.8,13.0,19.1,9.0,40.2,4.0,11.0,67.05,20.0,7.9,5.1,14.7,3.0,1.0,50.3,26.3,3.0,674.03,2701.0,1,Q3
8826,Ronald Randall,David,Walsh,lindalevine@example.net,0759794683,Japan,Tokyo,52,Male,7.7,7.0,24.3,4.9,58.4,2.0,9.0,182.38,7.0,23.2,8.2,17.4,11.0,2.0,5.7,13.3,1.0,1762.98,2561.0,0,Q3
8827,Veronica Walker,Justin,Martin,howardjay@example.org,0573913172,Australia,Perth,40,Female,1.4,21.0,33.3,11.3,50.3,6.0,14.0,111.77,20.0,59.3,3.5,17.7,10.0,3.0,29.8,29.8,2.0,1514.79,1658.0,0,Q1
8828,Sherry Anderson,Carrie,Kim,stephanieparker@example.com,0306873629,France,Marseille,33,Male,2.3,7.0,25.4,9.0,46.9,8.0,10.0,152.38,22.0,8.6,9.8,14.9,3.0,0.0,23.6,25.2,2.0,1552.06,1609.0,0,Q2
8829,Julie Mclean,Maria,Anderson,brownchristina@example.org,0704612360,Canada,Toronto,60,Male,0.9,8.0,18.2,3.4,75.4,2.0,15.0,10.9,33.0,6.6,4.4,1.8,9.0,0.0,17.4,10.9,1.0,1821.95,2274.0,1,Q2
8830,Miss Amy Palmer,Robert,Melton,tanderson@example.com,0772181160,USA,Phoenix,33,Female,2.6,4.0,33.7,11.3,80.3,2.0,9.0,104.07,71.0,79.9,1.5,9.4,6.0,3.0,25.8,18.4,1.0,813.86,3885.0,0,Q1
8831,Kevin Robertson,Jared,Miller,patricia96@example.net,0736809882,Canada,Calgary,48,Male,1.8,27.0,49.3,9.8,48.2,8.0,21.0,150.33,7.0,4.3,13.7,37.5,4.0,8.0,77.2,40.9,4.0,3205.11,2703.0,0,Q3
8832,Shannon Nelson,Christopher,Blackburn,christopher81@example.org,0960400809,India,Delhi,22,Female,3.3,20.0,35.5,9.2,70.0,6.0,19.5,60.24,33.0,82.8,3.0,31.3,5.0,2.0,25.4,30.1,2.0,800.84,2707.0,0,Q4
8833,Dillon Evans,Albert,Davidson,jillian95@example.net,0343570004,Canada,Ottawa,57,Male,2.4,10.0,33.3,8.4,71.2,5.0,11.0,194.97,58.0,23.2,3.8,16.9,2.0,2.0,24.1,22.6,2.0,2135.26,1990.0,0,Q1
